trial_id,persona_id,risk_tolerance,decision_style,risk_posture,exploration_style,winner,chip_delta,pot_size,strategy_basis,reward
texas-holdem_web__yHoTKyj,0146,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__ySYmX5i,0284,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__yZfTJ2d,0702,unknown,unknown,risk_averse,quick_pick,tie,0,160,hand_strength,1.0
texas-holdem_web__ya9imqG,0834,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__ybWpCmQ,0637,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__yiimvda,0400,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__yotzK5t,0880,unknown,unknown,balanced,hesitant,player,20,100,hand_strength,1.0
texas-holdem_web__ypLFUdu,0094,unknown,unknown,balanced,compared_multiple,opponent,-260,520,hand_strength,1.0
texas-holdem_web__yvnFm2M,0935,unknown,unknown,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__z6MEgwC,0853,unknown,unknown,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__z6QZGY9,0203,unknown,unknown,balanced,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__z7YCezN,0815,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__z9WzZjK,0414,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__zARSYFv,0724,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__zD8LHqR,0997,unknown,unknown,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__zEkkHkR,0288,unknown,unknown,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__zHC7XdL,0767,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__zNUXyS3,0270,unknown,unknown,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__zPCrLVo,0156,unknown,unknown,opportunistic,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__zV7XBgW,0992,unknown,unknown,risk_averse,hesitant,player,20,40,hand_strength,1.0
texas-holdem_web__zYEzG3J,0427,unknown,unknown,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__zg8hp9m,0503,unknown,unknown,opportunistic,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__zgRTP2Y,0996,unknown,unknown,balanced,quick_pick,player,20,70,hand_strength,1.0
texas-holdem_web__zipo8gA,0374,unknown,unknown,balanced,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__zrDTt22,0546,unknown,unknown,balanced,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__zvMsDXc,0926,unknown,unknown,opportunistic,compared_multiple,player,20,80,hand_strength,1.0
